# freq,start,dur
1.648429999999999893e+02,1.545800000000000000e+04,2.200000000000000000e+01
1.647680000000000007e+02,1.548400000000000000e+04,1.500000000000000000e+01
1.645989999999999895e+02,1.550400000000000000e+04,2.400000000000000000e+01
2.199619999999999891e+02,1.559600000000000000e+04,1.200000000000000000e+01
1.639950000000000045e+02,1.561900000000000000e+04,1.600000000000000000e+01
1.090349999999999966e+02,1.564600000000000000e+04,4.600000000000000000e+01
1.344130000000000109e+02,1.573000000000000000e+04,5.000000000000000000e+00
1.380730000000000075e+02,1.574300000000000000e+04,3.700000000000000000e+01
1.651829999999999927e+02,1.582700000000000000e+04,1.500000000000000000e+01
1.651920000000000073e+02,1.584900000000000000e+04,1.900000000000000000e+01
1.649070000000000107e+02,1.587000000000000000e+04,3.600000000000000000e+01
2.196189999999999998e+02,1.595700000000000000e+04,2.000000000000000000e+01
1.655049999999999955e+02,1.598400000000000000e+04,1.200000000000000000e+01
1.109710000000000036e+02,1.600500000000000000e+04,4.300000000000000000e+01
8.497199999999999420e+01,1.606400000000000000e+04,1.000000000000000000e+01
1.380109999999999957e+02,1.609200000000000000e+04,5.100000000000000000e+01
1.651080000000000041e+02,1.618500000000000000e+04,2.200000000000000000e+01
2.456090000000000089e+02,1.632400000000000000e+04,1.000000000000000000e+01
1.845550000000000068e+02,1.634500000000000000e+04,1.600000000000000000e+01
1.226260000000000048e+02,1.637000000000000000e+04,4.300000000000000000e+01
1.468770000000000095e+02,1.645300000000000000e+04,1.900000000000000000e+01
1.849840000000000089e+02,1.654700000000000000e+04,1.900000000000000000e+01
1.847769999999999868e+02,1.657200000000000000e+04,1.700000000000000000e+01
1.846899999999999977e+02,1.659300000000000000e+04,4.100000000000000000e+01
2.448890000000000100e+02,1.668100000000000000e+04,1.600000000000000000e+01
1.822570000000000050e+02,1.670400000000000000e+04,1.100000000000000000e+01
1.469509999999999934e+02,1.672900000000000000e+04,4.900000000000000000e+01
1.611539999999999964e+02,1.678300000000000000e+04,8.000000000000000000e+00
1.842860000000000014e+02,1.681400000000000000e+04,5.100000000000000000e+01
1.651289999999999907e+02,1.690700000000000000e+04,2.000000000000000000e+01
1.656839999999999975e+02,1.693400000000000000e+04,1.400000000000000000e+01
1.658350000000000080e+02,1.695200000000000000e+04,2.700000000000000000e+01
2.185149999999999864e+02,1.704200000000000000e+04,1.600000000000000000e+01
1.641100000000000136e+02,1.706100000000000000e+04,2.000000000000000000e+01
1.093580000000000041e+02,1.709200000000000000e+04,4.200000000000000000e+01
1.404960000000000093e+02,1.717000000000000000e+04,1.900000000000000000e+01
1.539219999999999970e+02,1.724400000000000000e+04,4.000000000000000000e+00
1.667829999999999870e+02,1.726300000000000000e+04,2.200000000000000000e+01
1.656649999999999920e+02,1.731200000000000000e+04,2.900000000000000000e+01
2.451320000000000050e+02,1.739800000000000000e+04,1.300000000000000000e+01
1.836229999999999905e+02,1.742500000000000000e+04,1.300000000000000000e+01
1.226419999999999959e+02,1.744900000000000000e+04,3.500000000000000000e+01
1.469790000000000134e+02,1.753800000000000000e+04,4.100000000000000000e+01
1.839590000000000032e+02,1.762300000000000000e+04,1.800000000000000000e+01
1.848069999999999879e+02,1.764800000000000000e+04,1.700000000000000000e+01
1.842379999999999995e+02,1.766900000000000000e+04,3.400000000000000000e+01
2.439650000000000034e+02,1.775800000000000000e+04,1.300000000000000000e+01
1.836630000000000109e+02,1.778500000000000000e+04,1.300000000000000000e+01
1.227240000000000038e+02,1.780800000000000000e+04,4.400000000000000000e+01
1.472160000000000082e+02,1.789100000000000000e+04,4.800000000000000000e+01
1.839070000000000107e+02,1.798400000000000000e+04,1.900000000000000000e+01
1.831310000000000002e+02,1.800800000000000000e+04,1.700000000000000000e+01
1.842170000000000130e+02,1.802900000000000000e+04,3.200000000000000000e+01
2.189689999999999941e+02,1.811500000000000000e+04,1.600000000000000000e+01
1.636870000000000118e+02,1.814100000000000000e+04,1.200000000000000000e+01
1.111850000000000023e+02,1.817000000000000000e+04,4.000000000000000000e+01
1.141449999999999960e+02,1.823000000000000000e+04,4.000000000000000000e+00
1.381040000000000134e+02,1.825800000000000000e+04,4.800000000000000000e+01
1.650140000000000100e+02,1.835100000000000000e+04,1.600000000000000000e+01
1.660840000000000032e+02,1.836900000000000000e+04,2.100000000000000000e+01
1.648350000000000080e+02,1.839400000000000000e+04,3.100000000000000000e+01
2.187199999999999989e+02,1.848400000000000000e+04,1.300000000000000000e+01
1.644619999999999891e+02,1.850400000000000000e+04,1.500000000000000000e+01
1.090829999999999984e+02,1.853100000000000000e+04,1.800000000000000000e+01
1.381519999999999868e+02,1.861300000000000000e+04,4.000000000000000000e+01
1.355869999999999891e+02,1.865500000000000000e+04,8.000000000000000000e+00
1.651759999999999877e+02,1.870400000000000000e+04,2.200000000000000000e+01
1.651870000000000118e+02,1.875100000000000000e+04,2.200000000000000000e+01
2.435190000000000055e+02,1.883700000000000000e+04,1.500000000000000000e+01
1.845740000000000123e+02,1.885900000000000000e+04,1.700000000000000000e+01
1.225540000000000020e+02,1.888800000000000000e+04,3.900000000000000000e+01
1.470740000000000123e+02,1.896800000000000000e+04,4.500000000000000000e+01
1.839639999999999986e+02,1.905900000000000000e+04,2.000000000000000000e+01
1.845509999999999877e+02,1.908600000000000000e+04,1.600000000000000000e+01
1.844310000000000116e+02,1.910800000000000000e+04,3.500000000000000000e+01
2.452750000000000057e+02,1.919600000000000000e+04,1.100000000000000000e+01
1.836289999999999907e+02,1.921900000000000000e+04,1.700000000000000000e+01
1.227169999999999987e+02,1.924500000000000000e+04,4.100000000000000000e+01
1.471160000000000139e+02,1.932900000000000000e+04,3.800000000000000000e+01
1.853149999999999977e+02,1.941800000000000000e+04,2.000000000000000000e+01
1.849389999999999930e+02,1.944400000000000000e+04,1.500000000000000000e+01
1.843319999999999936e+02,1.946400000000000000e+04,3.400000000000000000e+01
1.975709999999999980e+02,1.951900000000000000e+04,5.000000000000000000e+00
2.188830000000000098e+02,1.955000000000000000e+04,1.800000000000000000e+01
1.625680000000000121e+02,1.957800000000000000e+04,7.000000000000000000e+00
1.091730000000000018e+02,1.960000000000000000e+04,1.400000000000000000e+01
1.380980000000000132e+02,1.968400000000000000e+04,5.100000000000000000e+01
1.656100000000000136e+02,1.978000000000000000e+04,2.200000000000000000e+01
1.649410000000000025e+02,1.982600000000000000e+04,3.400000000000000000e+01
2.190269999999999868e+02,1.991400000000000000e+04,1.500000000000000000e+01
1.642779999999999916e+02,1.993300000000000000e+04,1.600000000000000000e+01
1.091140000000000043e+02,1.996300000000000000e+04,3.600000000000000000e+01
1.382210000000000036e+02,2.005000000000000000e+04,4.100000000000000000e+01
1.654099999999999966e+02,2.013300000000000000e+04,2.200000000000000000e+01
1.649290000000000020e+02,2.015800000000000000e+04,2.000000000000000000e+01
1.653429999999999893e+02,2.018300000000000000e+04,2.900000000000000000e+01
1.096520000000000010e+02,2.031600000000000000e+04,4.100000000000000000e+01
1.379830000000000041e+02,2.040300000000000000e+04,4.700000000000000000e+01
1.646409999999999911e+02,2.049000000000000000e+04,1.900000000000000000e+01
1.644989999999999952e+02,2.051400000000000000e+04,5.600000000000000000e+01
2.459989999999999952e+02,2.062800000000000000e+04,1.300000000000000000e+01
1.843930000000000007e+02,2.065000000000000000e+04,2.000000000000000000e+01
1.226179999999999950e+02,2.067700000000000000e+04,3.900000000000000000e+01
